url,label
http://www.thegoldenwork.com,1
https://idolink.com/renerdigital?gclid=eaiaiqobchmi-zv4w7_g-wivlobcch0xigtheaayasaaegkqefd_bwe,1
https://www.unitedstage.se,0
https://espaces-paiements-amendes.fr/,1
https://www.humanistisksamfund.dk,0
https://www.montroserestoration.noaa.gov,0
http://www.tych.pe,1
https://ahjour.webwave.dev/,1
https://www.unibrain.com,0
https://aoljl-live.weeblysite.com/,1
https://www.scottmarshall.co.uk,0
https://cvbnmmkfg.weebly.com/,1
https://www.gbl.co.il,0
https://www.asvalabs.com,0
http://bf-cop.nnodes.cl/,1
http://www.idoctorcloud.com,1
http://www.raknten-caob.awcfner.cn/,1
http://www.yacaqqg.com/jp,1
https://www.parksidefcu.com,0
http://www.sema.linuxsofta.com,1
https://www.swapsociety.co,0
https://www.motorpasion.com,0
https://www.rivistaetnie.com,0
https://mail-109087.weeblysite.com/,1
https://vallettaferryservices.com/wp-content/plugins/secure/credit-agricole/particulier-crca-national/acceder-a-mes-comptes.html/index.html,1
https://www.deluxeware.com,0
https://www.radhasoamimatrimonial.com,0
https://www.droidafrica.net,0
https://www.graphviz.org,0
https://www.live-education.com,0
https://qopaiy.web.app/,1
https://www.holycross-catford.org.uk,0
https://www.almadasupplements.com,0
https://whimsical-plain-diplodocus.glitch.me/1jean-lova5.shtml,1
https://www.leadershipcanada.ca,0
http://www.adm-serv.com,1
https://flat-smoke-00a7.redwkshf.workers.dev/,1
https://www.digbycourier.ca,0
https://emeryth.drzweieckia.pl/aiigro/,1
http://www.dolopo.net,1
https://comp-chasear.qe20624.workers.dev/,1
http://www.lpm.fk.ub.ac.id,1
https://plaza.ventures/wp-bin/point/,1
https://www.lineblog.me,0
https://aol-107270.weeblysite.com/,1
https://vision2mission.de/bx/,1
https://sb21-tu1x.firebaseapp.com/,1
https://www.pat.be,0
https://www.sigecom.org,0
https://findomestic.13-49-125-85.cprapid.com/,1
https://newplanet.biz/stcu,1
https://www.breezeline.com,0
http://www.colemank.cf,1
https://www.thedesertreview.com,0
http://raydilum.org,1
https://www.swiss-as.com,0
https://paket-delivery.de/,1
https://www.xappie.com,0
https://jposdvu.com/,1
http://lusyex.top/uber1,1
https://www.iamfirebrand.com,0
https://bbbbtttttiiiinnntttrreeneettt.godaddysites.com/,1
https://www.glasgow-airport-guide.co.uk,0
https://www.bytelevel.com,0
https://www.tsb-smarthome.com,0
http://www.bendcollegeadvisor.com,1
https://www.areceitaria.com.br,0
https://dreiasp-pfiaork-dynuehn.yolasite.com/,1
http://www.22.su,1
http://www.fhc.fbcode.co,1
http://www.delicatepunch.com,1
https://cabinet-u8ma-lawx.o7kydid94048.workers.dev/,1
https://www.elevateprize.org,0
http://www.https.zet-tech.eu,1
https://www.suburbanpropane.com,0
https://www.anthonyburgess.org,0
https://www.oxfordshiremind.org.uk,0
https://www.prestige-security.co.za,0
https://www.babystore.ae,0
https://www.songbirdie.com,0
http://www.jfn.firefoxupdata.com,1
https://www.meganauman.com,0
https://www.ocamping.fr,0
https://www.pureflawlessboutique.com,0
https://hiugb8zcd.web.app/,1
https://www.schachbund.de,0
http://www.bak.un.dnsrd.com,1
http://www.amaliagris.com,1
https://www.surfindia.com,0
https://www.cultureready.org,0
http://www.ip.webmasterhome.cn,1
https://meta-business-appeal-15-529100.web.app/,1
https://olnlxggxi.granorbotrola.ml/?tranzakt59146&selectedbank=2,1
https://www.ajjacobs.com,0
https://www.malaysia-today.net,0
https://www.publishsa.co.za,0
http://www.al-taleanewsonline.net,1
https://wordpress-119086-0.cloudclusters.net/wp-content/uploads/2023/04/03/sa8/111/,1
https://www.facter.io,0
https://bafybeifzzxy3fghzp37g7tm32ouchd55vdpcr4jiclifdc2o5yxk2hv5de.ipfs.w3s.link/alishanawza_owa33773.html,1
https://siasky.net/padby7tx9fh5kexet6bn1nfdcnwu0vxm8dzuymjnfchvsq,1
http://www.monitrade.net,1
https://www.at-creative.co.uk,0
https://www.tatasteelthailand.com,0
https://www.anneleonard.com,0
https://www.natsume.co.jp,0
https://b1.com.my/wp-includes/pomo/mode/fbm/,1
https://bafybeiangb3bnzrecoj3kb6m3e2ohssnwh6ydhpcu6fvrgy6cazj64zwtu.ipfs.w3s.link/,1
http://www.huangjia.net.cn,1
https://www.pngmagic.com,0
https://jgiubyov.godaddysites.com/,1
https://cloudflare-ipfs.com/ipfs/bafybeibcsbhbvmcxyafwnfdhbxctmg53mt22q5i7wjtxuypf7mm6m36urq//ddoonnhu.html,1
https://aliaodi.semlmn.ru,1
https://fleek.ipfs.io/ipfs/qmxdd7rtz4vcsuammh3z7fa1ybkup9ogrwolqvrp4nmks7/?aaaa@example.jp,1
https://cloudflare-ipfs.com/ipfs/bafybeiahm77qcsgl5bk7vijfmflot4j5lblxm3w2kjc7olfnmvpxhuytde,1
http://www.mindhak.com,1
https://macrisetech.com/uniexpaaa/iaccessupdate/%20,1
https://cloudflare-ipfs.com/ipfs/qmwcmh6jufeqixel8tpbtsv5qbjwhamqhpwawu3gndubfu/,1
http://www.najsnjdndjdjdjsnsnsnndnd.link,1
https://www.truedungeon.com,0
http://www.jumpingphones.com,1
https://www.bombingscience.com,0
https://www.pusanweb.com,0
http://www.ftp.malware.dsmtp.com,1
https://hdfjjdh-6fc8a.web.app/,1
https://www.smartparks.org,0
http://www.youandmegb136.shop,1
http://www.f0542299.xsph.ru,1
https://www.brandmetrics.com,0
https://www.sequentix.de,0
http://www.211121.top,1
http://www.v5f4d8b8bb1e6037aa8f78c5cdb58f2037.ws,1
https://www.westwindsornj.org,0
https://www.helium10.com,0
https://www.kolbapps.com,0
https://derickcarvalho.github.io/loginpage-netflix,1
http://www.ravenlewis.com,1
https://www.thennowmovielocations.com,0
https://v.ht/cjxak?home-facebook-confirmation,1
https://www.gamba-osaka.net,0
https://att-mail-103950.square.site/,1
http://naveenravi07.github.io/facebook-old-demo-website,1
http://bet810.net/wp-admin,1
https://chkgenra.firebaseapp.com/,1
https://aol-106787.weeblysite.com/,1
https://servizio-cliente-web.66-29-142-225.cprapid.com,1
https://www.gta5-mods.com,0
https://tullyscanweb.com/1drive.ms,1
https://www.designhome.ae,0
https://www.thetimes03jan2009.com,0
https://www.templatetoaster.com,0
http://www.ftp.windowsupdate.gettrials.com,1
http://www.sosacres.com,1
